Series Name,Series Code,Country Name,Country Code,1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000]
GDP per capita (constant LCU),NY.GDP.PCAP.KN,"Egypt, Arab Rep.",EGY,16497.9820527512,16793.6628565617,16937.733932359,17158.5998891346,17054.1438574007,18173.6713722554,20133.5464869451,21444.106220445,22734.5938675936,23179.8496477336,24849.9017509065,25992.1608823512,27830.2218400558,28466.667786675,30391.9913319213,31278.6189405249,31878.0410677158,32212.2337466481,33059.8056440589,33773.9069151631,34784.1966279181,34337.6029885915,35049.3665568332,35247.5622569198,35834.409262318,36685.0954766426,37693.8149080421,38916.1879080955,40214.1997773672,41756.6984576275,43505.8305946155
GDP per capita (constant LCU),NY.GDP.PCAP.KN,El Salvador,SLV,2860.42156066857,2899.54305193352,3003.93258460987,3075.05901215713,3163.19923073235,3181.64493784389,3269.99328443995,3418.03198793243,3525.57077474818,3312.26087802933,2740.74560345195,2561.12484620831,2373.09300368008,2363.48748741918,2348.70046729353,2317.31866074114,2277.90845234196,2290.61414587938,2287.03940090205,2265.11030056965,2331.95129135809,2326.10092893883,2448.57629562016,2554.79190415464,2645.51193931957,2744.16577725703,2743.07675853956,2807.12239916284,2860.792277696,2903.51615806742,2919.19989017337
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Equatorial Guinea,GNQ,..,..,..,..,..,..,..,..,..,..,236642.582441621,238123.347536622,228882.372393829,225346.54550044,214113.535013059,228721.989914874,212765.559714153,212833.832771977,209971.242157433,199605.206638865,188880.073612015,180141.748802629,233924.493850407,250296.837973535,281334.700514082,318299.666512109,510352.467072796,1227295.82905362,1460789.32660457,1764798.53273672,1995022.40410992
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Eritrea,ERI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8471.67367721363,9319.17741780007,10959.0062178703,10672.8025885167,11110.6398071087,11845.5292702224,11893.6090923142,11724.977667934,11183.8123098526
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Estonia,EST,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6433.03095986869,6851.35709815102,7834.33569006849,8253.22979520343,8193.9860916501,8977.03769188645
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Eswatini,SWZ,9205.86634753254,10193.7686986303,10457.0952189463,11088.160643105,11394.1822475254,12599.1209632312,11958.4127721203,11703.380242215,11479.6346539673,11450.9147957748,12457.5375398454,13872.5306307914,13631.9296260161,13352.4763350394,13719.014532639,13730.5214977221,14828.6565774156,16355.7758390023,16645.617257066,18077.5500271202,21158.3058063655,20666.8178017156,20516.0540011782,20525.7516117766,21012.2086067752,22029.9727446142,22406.1071070177,22701.5018158254,22958.4086282953,23329.2383907617,23460.5228938298
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Ethiopia,ETH,..,..,..,..,..,..,..,..,..,..,..,6763.147728609,6569.3327106722,6920.3020900617,6557.25144141159,5669.84496461733,6042.26022437802,6655.45186629399,6439.58022837989,6182.37546084664,6127.80507394272,5455.76785789737,4783.91995939979,5233.54235949386,5222.9469967311,5363.96141374978,5840.36705143956,5837.89379110905,5466.13485959697,5576.84852105515,5743.07731574894
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Faroe Islands,FRO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Fiji,FJI,5518.4981949609,5785.01330520446,6105.48331228396,6700.45793943048,6764.85699846017,6688.42762467784,6744.88906320586,6991.94749177776,6955.99885953805,7617.07574766363,7312.11852316695,7586.10552548325,6960.44348867818,6524.56112633778,6903.28769690428,6431.83141996616,6788.47796091875,6237.62229039532,6218.21527323155,6608.71004692612,6922.79675935062,6698.10048519938,7088.37746025654,7217.9064062504,7570.62315140433,7745.75472769821,8073.81104228549,7817.34039961619,7827.75561553762,8418.59872580524,8185.15415448962
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Finland,FIN,15437.9736305027,15781.9046062075,16901.8127848675,17979.8068228991,18464.804520726,18714.8226444569,18722.7485915207,18715.1648208804,19206.3678530668,20521.7149489264,21560.4656101483,21751.2048007027,22301.9461840469,22860.3519882565,23474.7284968279,24206.653086386,24793.0422674849,25606.6201106501,26864.3506363413,28129.2433623514,28192.5088304641,26388.4844447458,25376.0815169877,25086.4165755607,25968.4262016657,26960.3879564352,27857.5405209371,29534.022006543,31063.1730137472,32348.435012934,34145.0663989804
GDP per capita (constant LCU),NY.GDP.PCAP.KN,France,FRA,15867.8994339894,16563.907517726,17162.296975137,18108.1213058628,18759.0834452708,18475.0878108654,19190.3935211136,19761.6743229702,20448.2631059115,21070.7736618111,21287.1791008821,21391.0029942726,21799.7420050158,21952.5699048818,22172.7864216209,22415.6979430236,22820.2081368123,23280.7020044934,24255.8526663404,25180.8428660858,25792.7995356544,25834.8795408662,26117.6676245889,25840.9673028022,26351.6861844284,26809.178135996,27091.1368469118,27625.4063702311,28510.8429265366,29334.4352528295,30276.7702060085
GDP per capita (constant LCU),NY.GDP.PCAP.KN,French Polynesia,PYF,2121391.657398,2293954.25202997,2111063.62625478,2198821.80581298,2509019.82316718,2309498.28731362,2420662.57576978,2393860.28835433,2549604.15574668,2569187.50002786,2502298.16432149,2487891.93788845,2451043.42859244,2444465.49155474,2446092.69903616,2360335.72604483,2615712.68963641,2586222.05029904,2432795.73745413,2427169.94932299,2378305.52905992,2415412.48909229,2334941.02021209,2262475.92193604,2186002.73451568,2142087.23157886,2093903.48783319,2057674.36955103,2060193.82086775,2065642.38496724,2097783.21902386
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Gabon,GAB,2050318.64341786,2214303.37792955,2415436.40623569,2606930.42399668,3559931.3627832,4150860.85009196,5502536.6236407,4697577.16104189,3481653.88205888,3411683.05669225,3410550.08036546,3491907.80214435,3295117.37735646,3387616.62906332,3544456.56952042,3368541.07360108,3250914.69136924,2620070.69665067,2875764.86129501,3036511.63878228,3108005.75731312,3209926.14300071,3028424.17214968,3065375.54932935,3097145.47823678,3169032.32777522,3202178.91458464,3302116.11578514,3332155.05020532,2958856.57151561,2829770.92184597
GDP per capita (constant LCU),NY.GDP.PCAP.KN,"Gambia, The",GMB,21035.5861260263,20419.7912870625,19876.2733104631,21078.0985855983,21663.8924448314,23633.5141334195,24608.6096513023,24672.5711375691,25410.9093456805,24273.3638972603,24954.2126551311,24941.1338460462,23931.3212833476,25625.5364377177,25591.0561834534,24459.1482117113,24514.0613984567,24166.0706364445,24277.7169707245,24708.8415505355,24582.8833854179,24342.6744473649,24191.3536062572,24042.1432172482,23328.9874133622,22847.460743627,22681.426192468,23107.5404593159,23225.2439003708,23998.3562465852,24595.4600188238
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Georgia,GEO,5436.54757324207,5513.20524141244,5612.57883099898,5924.0251250442,6390.10082696577,6811.29662460568,7174.69678772108,7617.40384460557,8135.67361370716,8671.21864249921,8991.92340018354,9388.23613431013,9495.40954895659,9817.23308450981,10262.0064012808,10675.121421433,9715.72210861941,9759.37722441235,10200.0697236312,9441.3225307601,8047.29640566431,6304.80764697368,3447.1468554427,2418.4737635153,2200.56944928078,2344.23950162762,2703.14718328187,3084.8700652174,3260.33035104335,3423.5942193673,3554.99519147165
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Germany,DEU,16128.0656013131,16602.8194328588,17234.137659742,18000.7150669373,18153.8580087819,18063.7360427368,19039.2161042777,19721.0936556221,20332.0889563081,21166.5852558068,21420.3078237111,21500.9001324318,21436.3850009969,21830.6074489133,22524.5996641222,23100.5274604748,23618.102862933,23912.5024409069,24702.2998090246,25467.1274752438,26575.3649404456,27730.1230276301,28049.3095915963,27593.3163737266,28155.4899664713,28506.3473172248,28652.9945963021,29123.859076781,29705.8951253605,30246.9666259088,31085.7819321353
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Ghana,GHA,3068.87065768665,3141.39538030919,2979.16911628417,2978.83641913722,3092.53894105432,2630.93514144383,2465.80786774696,2448.15419081029,2575.31349134614,2433.70891623808,2373.14906829576,2224.81724225741,2009.56578033999,1858.89625697707,1965.40143295624,2018.7269092359,2075.00770966588,2122.97529912744,2187.30095864297,2240.39982030829,2255.85123605375,2315.56605241364,2346.4407887721,2400.80742587871,2422.22466080632,2464.27898957238,2519.17164359356,2563.95737035829,2620.40247702502,2669.78080952126,2699.76064175733
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Gibraltar,GIB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Greece,GRC,9667.950253878,10380.8965335437,11361.5166480136,12225.2882321886,11396.1587016858,12008.4808105109,12633.5321038512,12836.9701430277,13589.8933388788,13862.0251987326,13819.4828003719,13483.3292049315,13248.685302323,13029.763694715,13225.6885521445,13505.054105473,13530.1381639983,13180.3673681416,13695.6903284583,14142.1328395129,13993.3246652477,14254.9767067151,14245.5257258324,13935.3792368658,14143.0942795923,14372.7533581458,14719.1141316643,15303.4750398616,15811.6574502199,16235.1094594924,16802.6179995055
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Greenland,GRL,88053.5692456897,97866.7571525424,101545.722792961,106907.549046939,111866.470735354,112362.402022177,118818.757895372,130086.554038462,138474.118075203,144033.781189516,154659.282653386,153246.031421569,145051.00787767,148337.53125144,139052.841220114,142782.480103383,152058.739446729,158666.665787431,165417.392124088,174838.198790235,153515.165580935,153617.27027027,146291.994575045,139188.22826087,146637.311711712,151287.17562724,153326.542039356,155300.976785714,167050.893048128,169352.661319073,181056.665480427
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Grenada,GRD,..,..,..,..,..,..,..,6716.5541969708,7113.5648815898,7556.95176665757,7548.55806459436,7633.45914715087,7840.25733378913,7989.08700938102,8154.48673502781,8559.78406120745,9146.76916228083,10008.0528782592,10379.4644783083,10841.4163901879,11296.5916958616,11371.4819864071,11131.6399445764,10792.5704442465,10868.8652179813,11005.8033826638,11408.0975907522,11900.4765559124,13217.6760828625,14047.0750681033,14650.1684786656
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Guam,GUM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Guatemala,GTM,17461.4745850608,17993.2908762277,18859.9524682992,19676.1200491733,20456.1829004221,20389.5786614944,21410.9868384013,22569.4131271747,23158.1411596211,23677.1906644395,23962.1563111635,23500.3803152682,22073.1053410473,20929.2236322936,20464.7570940967,19787.5165606845,19275.7731395531,19413.907353255,19618.8855683956,19837.378650567,19901.1458241138,20081.7661297731,20507.9969782236,20776.62351073,21083.0203610015,21590.170175602,21701.0301470768,22120.274885103,22682.7165956846,23003.7572634545,23260.8309524243
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Guinea,GIN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2916843.82919148,2935764.74898355,3039292.10605345,3079067.20434226,3102013.17879904,3057221.46174559,3057192.90081738,3113911.9391913,3141235.23060509,3195232.43483464,3244488.06206858,3343118.94786126,3400031.06432307,3450907.04090828,3468520.77811991
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Guinea-Bissau,GNB,252087.025891428,241071.648155344,255816.119976508,255545.294701784,258466.5893171,263507.196555671,260209.771103655,226808.094022406,241158.336984218,237803.37695564,197496.317570737,229649.207356114,235484.085461724,223892.6187021,240479.058349601,246636.2904516,240921.96490184,244093.974200998,251350.111443356,262463.646543295,274094.093889277,282187.412260931,277189.88575663,273943.639479504,274185.084300263,279176.40818029,305173.977997622,318904.267047933,225104.027376737,223189.732642394,230642.426487733
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Guyana,GUY,642210.274125466,654184.269313521,625393.592827641,626349.6786392,667430.701029279,716387.91386687,719711.560009714,693519.078118884,674586.099095899,657181.175805248,665402.243824019,674049.815528302,585177.013207395,546317.35405436,520425.744329626,535215.083897286,533268.068777423,541447.482552186,525062.54149911,502929.16797384,491274.06271583,523149.468213779,563052.269267837,607296.359555614,657040.826313528,688132.070710094,741021.247102131,785112.64825327,770413.872395424,791841.125625648,779974.921843196
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Haiti,HTI,64719.0094432334,67675.2818098603,67115.8075665598,69060.9129052302,71746.4653647281,71222.4803885602,75786.737555679,77098.7717313128,80304.328176696,84694.534704086,89164.852619488,84914.1213208507,80251.1673968863,79359.0406034674,78008.5631882838,76901.1098641767,74963.4743785075,72845.905786552,71491.3086596923,67984.2936731602,67289.835864885,67189.939393339,62388.5207569479,57877.3594393638,50006.5899412657,53938.5460363777,55136.2989928825,55593.2154601315,55779.2348890247,56257.7701679181,55720.3658035519
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Honduras,HND,12902.697939774,13021.5920761667,13359.5262009302,13981.92039623,13414.7748202716,13297.4554644389,14239.1378949471,15232.1403600337,15644.2605938314,16015.0218770886,15619.5148870166,14962.3187110215,14214.3817676205,13919.7476289241,14369.4039717789,14742.7843190032,15088.9366651106,15639.7647783461,15471.9639543971,15455.5203084208,15448.239447253,14522.6167511435,14978.4361509018,15510.1068777503,15113.7892464338,15607.7493552196,15464.1876835298,15734.11321278,15874.1891186499,15346.704562735,16022.0228415625
GDP per capita (constant LCU),NY.GDP.PCAP.KN,"Hong Kong SAR, China",HKG,58926.7491790856,61875.5098509381,67142.0603356291,73289.5605431913,72724.4277947828,71709.4764210149,82260.9561752988,90589.2619499531,96311.9442956615,101727.691340244,109059.271987518,116393.48690049,117981.004843765,123147.368617987,134105.114952111,133676.7347238,146618.216703472,164597.4375056,177112.445802829,179278.428475959,185548.601980892,194508.866481224,204908.542367037,213909.167937638,221770.056665673,222582.966488524,221986.636624971,231373.183548303,215952.137170103,219261.030802997,233992.048012003
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Hungary,HUN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2120106.29147628,2055946.88109881,2046434.72990598,2109632.07866306,2144038.43947579,2149494.46419528,2221526.66064557,2313543.179465,2391356.89956464,2504969.01812766
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Iceland,ISL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4510083.05292596,4690670.09028842,4920919.78696409,5226963.13770995,5372506.28557832,5563627.34304155
GDP per capita (constant LCU),NY.GDP.PCAP.KN,India,IND,19537.6341623999,19423.2010874935,18890.2439820955,19078.4164187384,18873.5087151225,20144.4094186821,20031.9911015403,21015.9816812778,21730.288953198,20139.1991428771,21015.1282528481,21776.0571994784,22029.2239362639,23107.0550430636,23453.1774573229,24136.6515011,24730.535087543,25148.9663662098,26974.5715877902,27965.5802737103,28887.8442998645,28585.9358596718,29534.093028039,30310.0912396089,31681.6634273142,33409.2473819373,35237.1034224311,35967.1715519767,37477.4047290524,40045.1066790622,40832.3744297764
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Indonesia,IDN,6992482.76088965,7286422.19298338,7596569.66369337,8001147.65961908,8362955.65173076,8611937.44852605,8994876.4514692,9502287.58506542,9911436.78141552,10366770.3212386,11135324.1799259,11734741.8047283,11724639.1449187,11965442.9694209,12505239.1099665,12545863.7270453,13007339.9887438,13397409.6833345,13887731.0246111,14696910.5317021,15480906.6238155,16244379.0661551,17006523.0315681,17811062.8043882,18840434.4893931,20058634.9197595,21279575.8262305,21925374.3692084,18751533.5871385,18618491.2821709,19253887.1786759
GDP per capita (constant LCU),NY.GDP.PCAP.KN,"Iran, Islamic Rep.",IRN,168600170.233981,186305182.789341,207381773.198198,216555300.630537,222554787.940706,215337751.513095,247253974.273757,233259148.644073,196996484.038766,167673041.081172,126966439.887535,113948579.419808,133668566.987454,143334864.598447,128432453.630085,126297863.85769,110102994.116842,106372506.958596,96892384.9389884,99895516.4287972,109105698.280636,118320082.04807,119379079.251747,116868284.534142,114442424.261469,115630664.999704,121369590.726886,121271821.924118,121880870.398411,122367857.976018,127407215.123224
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Iraq,IRQ,1419535.34820448,1445219.26497165,1448923.38413762,1462179.4998206,1641761.460271,1787298.7348874,2027646.79196576,1999380.29586643,2263825.28641255,2650643.37980766,3205166.19363323,3088193.15168697,3105834.02482858,2620807.66642621,2502413.6863993,2478069.5078716,2529909.02521089,2690385.27905047,2628224.85760872,2479806.39171132,3865751.45093992,1375208.55593219,1769934.255439,2197272.84197021,2174647.84624196,2146461.88765994,2306980.80356639,2710333.08775291,3540491.22623006,4028903.37753656,4556094.36580454
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Ireland,IRL,10906.3460985713,11153.5325278655,11702.1588158783,12059.6859962086,12366.8710756972,12853.1912025207,12837.2662559256,13704.5152641521,14482.4784476285,14729.9713968136,15009.8221401782,15328.3753258036,15530.8666590166,15383.477468239,15954.1552639647,16420.1338465304,16342.3740497049,17102.660776366,18072.1040219305,19198.7263490353,20806.6209368652,21086.5321632546,21643.3446772875,22115.2975132408,23296.2038064988,25410.0477133794,27070.1658552141,29753.8982262938,32026.3533561595,35001.8834628658,37786.2155580796
